"course_id","hp","descr"
"LPMAA8",15.0,"Matematik Gy3"
"LNAA49",7.5,"Vatten"
"HASC03",30.0,"Allmän språkevetenskap 3"
"HASC02",30.0,"Allmän språkvetenskap 3"
"HSAA03",30.0,"Socialantropologi 1"
"HSAA01",30.0,"Socialantropologi 1"
"NBIB24",6.0,"Floristik med faunistik"
"971G17",1.5,"Utbildningsvetenskaplig kärna 2. Utveckling och lärande. Verksamhetsförlagd utbildning"
"971G16",8.5,"Utbildningsvetenskaplig kärna 2. Utveckling och lärande"
"971G11",15.0,"Idrott 1"
"TEJA04",7.5,"Grundläggande teknisk japanska"
"TEJA05",4.5,"Japan I - historisk och kulturell bakgrund"
"HGIED9",15.0,"Master's Thesis"
"HGIED8",30.0,"Master's Thesis"
"TEJA01",15.0,"Japanska. baskurs del 1"
"TEJA02",15.0,"Japanska. baskurs del 2"
"TEJA03",7.5,"Japansk konversation"
"TAMS21",4.0,"Statistisk teori"
"HGIED2",7.5,"GIS for Transport Applications"
"HGIED1",7.5,"Introduction to Geographic Information"
"TAMS22",6.0,"Sannolikhetslära och bayesianska nätverk"
"TEJA08",4.5,"Projektarbete i Japanologi"
"HGIED6",7.5,"Advanced Course in GIS for Business and Service Planning"
"HGIED5",22.5,"Advanced Course in Geo-informatics"
"HGIED4",22.5,"Advanced Course in Health GIS"
"TMYT48",10.5,"Formgivning i trä"
"TEII02",6.0,"Japanska III"
"TMYT41",6.0,"Energisystem. fortsättningskurs"
"TMYT42",6.0,"Elteknik"
"TMYT43",12.0,"Projektledning och projekt"
"TMYT44",6.0,"Strömningslära"
"TMYT46",6.0,"Miljöteknik"
"LNPRE2",15.0,"Leva i världen - om barns och ungdomars uppväxtvillkor"
"729G18",6.0,"Social kognition"
"729G19",12.0,"Tillämpad kognitionsvetenskap"
"HKVOX1",30.0,"Visuell kultur."
"TSRT70",6.0,"Reglerteknisk projektkurs"
"TSRT71",7.5,"Reglerteknisk projektkurs. CDIO"
"FFY007",30.0,"Fysik 3"
"TSRT78",6.0,"Digital signalbehandling"
"8SGG60",15.0,"Examensarbete i sjukgymnastik"
"HIIA03",30.0,"Informatik/Informationssystem 1"
"HIIA02",30.0,"Informatik/Informations- och medievetenskap 1"
"HIHC01",7.5,"Perspektiv på komplementär hälso- och sjukvård"
"HIHC02",7.5,"Vetenskapsteori för naturvetare"
"77GU01",7.5,"Lärande utvärdering/följeforskning"
"77GU02",7.5,"Utredningsintervju med barn och ungdomar"
"77GU03",4.0,"Grundkurs för webbredaktörer"
"9TV111",15.0,"Läraren och kommunikationen"
"729G10",6.0,"Artificiell intelligens 1"
"77GU06",7.5,"Lärande och förändringsarbete inom äldreomsorgen"
"77GU07",7.5,"Chef i statsförvaltningen"
"77GU08",15.0,"Socialt arbete och kriminalvård"
"77GU09",4.0,"Universitetspedagogik. steg 3a. Forskarhandledning"
"729G11",6.0,"Artificiell intelligens 2"
"TDXC10",15.0,"Examensarbete"
"722G89",30.0,"Ekonompraktik. fortsättningskurs"
"719A71",15.0,"Etik"
"NBIB20",7.5,"Evolution"
"719A79",30.0,"Etik"
"TQMA10",16.0,"Examensarbete"
"HOVB01",30.0,"Ledning av hälso- och välfärdsorganisationer 2"
"HETD11",15.0,"Business Ethics"
"ÖAT202",15.0,"Humanbiologi o medicinsk vetenskap II.  A-nivå"
"ÖAT201",22.5,"Humanbiologi och medicinsk vetenskap I. A-nivå"
"NBIB23",4.5,"Introduktion till matematiska modeller i kemi och biologi"
"722G87",7.0,"Finansiell styrning"
"722G83",7.5,"Marknadsföring"
"919A02",30.0,"Slöjd - Textil. Fördjupningsstudier. produkt och uppsatsarbete"
"919A01",30.0,"Slöjd- trä och metall. Fördjupningsstudier. produkt- och uppsatsarbete"
"HSTAX1",7.5,"Beskrivande statistik"
"722G17",7.5,"International Business"
"722G16",7.5,"Organisation Theory. Advanced Course"
"TATA14",4.0,"Matematisk kommunikation"
"HTFA01",30.0,"Teoretisk filosofi 1 med vetenskapsteoretisk inriktning"
"722G19",7.5,"Human Resource Management"
"722G18",7.5,"Entrepreneurship and New Business Development"
"LOG100",30.0,"Hälsa och människa. Logopedens sammanhang och verktyg"
"HSAAB5",7.5,"Funktionshinder och handikapp"
"HSAAB4",7.5,"Ledning. organisering och förändring av socialt arbete"
"TDDA90",5.0,"Datorsystem och programmering"
"719G90",15.0,"Religionsvetenskap - Svenska kyrkans tro och liv. fördjupningskurs"
"HSAAB3",15.0,"Fortsättningspraktik i socialt arbete"
"790G99",7.5,"Genus och religon. grundkurs"
"790G96",15.0,"Religionsvetenskap - Pastoralteologi Teologisk tolkning och ledarskap i Svenska kyrkan. fortsättningskurs"
"790G95",15.0,"Religionsvetenskap - Pastoralteologi Teologisk tolkning och ledarskap i Svenska kyrkan. fortsättningskurs"
"790G92",15.0,"Religionsvetenskap - Religionsundervisning i en pluralistisk miljö. fördjupningskurs"
"790G90",15.0,"Religionsvetenskap - Svenska kyrkans tro och liv. fördjupningskurs"
"LYAC15",7.5,"Ordinära differentialekvationer"
"TPPE07",4.5,"Produktionsekonomi"
"9MG361",15.0,"Matematik för grundskolan. Matematik (16-30hp)"
"TPPE05",4.0,"Investeringsbedömning och finansiella marknader"
"TPPE04",6.0,"Produktionssystemets ekonomi"
"TPPE03",4.5,"Industriell ekonomi"
"TPPE01",11.0,"Kostnads- och intäktsanalys"
"TPPE09",6.0,"Produktionsekonomi"
"TPPE08",6.0,"Produktionsekonomi"
"TNK056",4.5,"Telecommunication"
"TNK057",12.0,"Trafikinformatik"
"TNK054",12.0,"Transporttelematik"
"TNK055",6.0,"Geographical Information Systems for Transportation"
"TNK052",6.0,"Intelligent Transport Systems"
"TSEI20",7.5,"Systemkonstruktion"
"TNK050",6.0,"GIS och systemutveckling"
"TNK051",6.0,"Planering av flygtrafik"
"TNK059",9.0,"Traffic Safety Management"
"9NF306",15.0,"Ljus och ljud"
"9NF307",15.0,"Samspel i naturen"
"9NF305",15.0,"Mark och vatten"
"9NF302",15.0,"Människan - kroppsfunktioner och hälsa"
"TDDC70",6.0,"Datastrukturer och algoritmer"
"TDDC71",6.0,"Användbara system"
"TDDC72",6.0,"Kognitiv psykologi"
"TDDC73",6.0,"Interaktionsprogrammering"
"TDDC74",8.0,"Programmering - abstraktion och modellering"
"TDDC75",8.0,"Diskreta strukturer"
"TDDC76",8.0,"Programmering och datastrukturer"
"TDDC77",8.0,"Objektorienterad programmering"
"TDDC78",6.0,"Programmering av parallelldatorer - metoder och verktyg"
"TDDC79",6.0,"Perspektiv på informationsteknologi"
"TNMU07",12.0,"Musikproduktion 1"
"TFTB42",6.0,"Projektkurs med inriktning mot kemisk biologi"
"TFTB40",6.0,"Biomedicinska material"
"TFTB41",6.0,"Projektkurs med inriktning mot teknisk biologi"
"TNMU05",3.0,"Inspelningsteknik"
"TDDB28",9.0,"Programmering - tillämpning och datastrukturer"
"92HIV1",7.5,"Historia verksamhetsförlagd utbildning (37.5-45hp)"
"TNMU09",10.5,"Musikproduktion 2"
"TMAL55",12.0,"Flygteknisk projektkurs"
"TMKT59",6.0,"Datorn som designverktyg"
"HFÖA42",7.5,"Ekonomisk styrning och marknadsföring"
"HFÖA41",15.0,"Redovisning. kalkylering och arbetsmiljö"
"HKCB02",15.0,"International Course in Drama Communication B"
"8FA120",15.0,"Examensarbete - magisterexamen/Sjukgymnastik"
"8FA122",30.0,"Examensarbete - master/Sjukgymnastik"
"TFFM08",6.0,"Experimentell fysik"
"8FA124",15.0,"Examensarbete - magister/Arbetsterapi"
"HENB06",30.0,"Engelska 2"
"8FA126",15.0,"Examensarbete - magister/Sjukgymnastik"
"8FA128",15.0,"Examensarbete - magister/Omvårdnadsvetenskap"
"TFFM02",7.0,"Fysikaliska principer"
"LSL503",3.0,"Metall 3"
"TMER30",30.0,"Examensarbete"
"HTYB83",15.0,"Kommunicera på tyska III"
"HTYB82",15.0,"Tyska med ekonomisk inriktning 4"
"HTYB81",15.0,"Tyska med ekonomisk inriktning 3"
"92GE11",15.0,"Geografi (1-15hp)"
"HENB05",30.0,"Engelska 2"
"TMAL58",6.0,"Flygplanskonstruktion"
"THFR21",2.0,"Teknisk kommunikation på franska I. del 1"
"HFÖC23",15.0,"Ledarskap och förändringsarbete"
"HFÖC22",15.0,"Redovisning fördjupning"
"HFÖC21",7.5,"Externredovisning fördjupning"
"HFÖC27",7.5,"E-Commerce Management (ECM)"
"HFÖC26",7.5,"Styrning och organisation"
"HFÖC25",15.0,"Ekonomisk styrning"
"HFÖC24",15.0,"Styrning av kunskapsbaserade företag"
"LPESB1",15.0,"Slöjd 2: Konstruera och sätta samman i trä. metall eller textil"
"LPESB2",15.0,"Slöjd 3: Slöjd och slöjddidaktik. trä och metall"
"LPESB3",15.0,"Slöjd och slöjddidaktik. textil"
"LPESB4",15.0,"Slöjd 4: Kultur och tradition i textil"
"LPESB5",15.0,"Slöjd 4: (41-50) Kultur och tradition i trä och metall"
"LPESB6",15.0,"Slöjd 5 (51-60p) Experimentellt arbete i trä"
"LPESB7",15.0,"Musiskt lärande. barnet - kroppen - uterummet"
"TSRT10",12.0,"Reglerteknisk projektkurs. CDIO"
"TDP001",4.0,"Handhavande av datormiljö"
"LASPS1",30.0,"Spanska. Spanska (1-20p)"
"TSRT14",6.0,"Sensorfusion"
"LASPS6",15.0,"Svenska som andra språk Svenska språkets struktur - fonetik och grammatik (1-10)"
"TNK020",3.0,"Projektledning"
"LASPS5",15.0,"Samhällsvetenskapligt tema Människans värderingar (11-20)"
"HRVB40",15.0,"Religionsvetenskap B - Kristendomens historia"
"TNK027",6.0,"Transportekonomi/-miljö"
"TSRT17",6.0,"Systembiologiskt modelleringsprojekt"
"LYAA07",30.0,"Biologi 2"
"TNK026",6.0,"Systemanalys"
"LKCA07",7.5,"Formning i trä med eggverktyg"
"LKCA01",7.5,"Kulturhistoria med föremålsanalys"
"TNK025",6.0,"Företagens interna logistik"
"LKCA03",7.5,"Utställningskunskap"
"LPSAA5",15.0,"Svenska samhällsförhållanden 2 (21-30)"
"LKCA09",7.5,"Konstruktion och uttryck i trä"
"LKCA08",7.5,"Textilt uttryck. broderi och knyppling"
"LYAA03",60.0,"Samhällskunskap 1"
"740G22",15.0,"Kandidatuppsats. fördjupning"
"740G23",15.0,"Kandidatuppsats. fördjupning"
"740G20",7.5,"Välfärd och samhälle. fördjupning"
"LIDAA2",15.0,"Datavetenskap (11-20)"
"HNSA13",9.0,"Social ordning i vardagsliv och institutioner"
"HNSA12",10.5,"Normalitet och avvikandets villkor"
"HNSA17",7.5,"Teori och metod i vetenskapligt arbete"
"HNSA16",4.5,"Introduktion"
"HNSA15",7.5,"Social ordning i vardagsliv och institutioner"
"HNSA14",15.0,"Sociala och kulturella värden i samtiden"
"TSBB25",4.5,"Multidimensionell signalanalys"
"9DA331",15.0,"Datavetenskap (31-45hp)"
"HLVD01",30.0,"Litteraturvetenskap 4"
"LLB112",15.0,"Religionskunskap"
"LLB111",15.0,"Religionskunskap"
"9ENA11",15.0,"Språk och litteratur (61-75hp)"
"LLPC29",15.0,"Psykologi 3A för lärarstuderande"
"TXS007",9.0,"Tele-och datakommunikation samt kanallära.6p"
"737A51",15.0,"Magisteruppsats i hälsa och samhälle"
"LLPC24",15.0,"Matematik 6"
"LLPC23",15.0,"Matematik 5"
"LLPC22",15.0,"Biokemi 2"
"LLPC21",15.0,"Organisk kemi 2"
"LLPC20",15.0,"Historia 32"
"TAOP08",5.0,"Optimeringslära. grundkurs"
"744A12",6.0,"The Biogas Process"
"744A15",6.0,"The Biogas Process"
"744A14",6.0,"Biogeochemical Barriers"
"744A16",7.5,"Biogasprocessen"
"TDDA15",4.5,"Logik. grundkurs"
"TXS009",7.5,"VMS-fordon"
"HHIA07",7.5,"Kulturarvets frågor"
"TSDT03",6.0,"Telekommunikationsmetoder"
"TSDT02",7.5,"Kodningsteori"
"TSDT04",6.0,"Linjära system och Matlab"
"TSDT07",7.5,"Felrättande koder"
"TSDT06",4.5,"Signalteori"
"TSDT09",6.0,"Datatransmission"
"TSDT08",4.0,"Signaler och system. del 1"
"TAOP03",5.0,"Optimeringslära. grundkurs"
"ÖUX049",18.0,"Kompetensutveckling av beställare för hälso- och sjukv."
"ÖUX048",7.5,"Allm medicin. farmakologi. oral medicin. psyk o omvårdn"
"ETE305",8.0,"Linjär algebra"
"748A39",15.0,"Generella perspektiv på psykoterapi som behandlingsmetod för psykisk ohäla i klinisk praktik"
"748A38",7.5,"Advanced clinical psychology"
"748A37",7.5,"Advanced group and social psychology"
"LKTA41",7.5,"IT i Praktiken"
"LKTA42",7.5,"Ledarskap"
"TSIU40",4.5,"Digitalteknik"
"748A33",10.5,"Psykoterapi under handledning"
"748A32",3.0,"Egenterapi"
"TSIU45",7.5,"Digitalteknik"
"748A30",7.0,"Vetenskapsteori och psykoterapiforskning"
"TDDC67",8.0,"Funktionell programmering och Lisp"
"HHIB02",30.0,"Historia B. social. politisk och ekonomisk-historisk inriktning"
"HHIB01",30.0,"Historia 2"
"TSEK38",6.0,"Konstruktion av radiotranceivers"
"TSEK30",6.0,"Introduktion till VLSI-design"
"TSEK35",4.5,"Avancerad VLSI-konstruktion"
"TSEK36",6.0,"Avancerad VLSI-konstruktion"
"TSEK37",6.0,"Analoga CMOS integrerade kretsar"
"754G02",30.0,"Dramakommunikation 2. fortsättningskurs"
"TNM015",7.5,"Grafisk produktion och tryckkvalitet"
"9SV311",15.0,"Barns och ungdomars språk (1-15hp)"
"LPNAC4",15.0,"Kemi 7: Fysikalisk kemi och komplexkemi"
"LPNAC5",15.0,"Examensarbete i fysik inom lärarprogrammet"
"LPNAC6",15.0,"Examensarbete i biologi inom lärarprogrammet"
"LPNAC7",15.0,"Examensarbete i kemi inom lärarprogrammet"
"LPNAC1",7.5,"Kvantmekanik och molekylfysik (Fysik 41-45 p)"
"LPNAC2",7.5,"Fysikaliska laborationer"
"LPNAC3",15.0,"Biokemi 2L"
"LPNAC8",15.0,"Organisk kemi 2"
"LLPB33",15.0,"Matematik 3G"
"9FYA31",15.0,"Specialisering Fysik. Examensarbete inom fysik. forskningskonsumtion (76-90 hp)"
"ÖSGYIF",22.5,"Individuell studieplan termin 5. 15 poäng"
"TEIK17",8.0,"Teknisk kommunikation på kinesiska II"
"HSTB54",15.0,"Tidsserie- och demografiska metoder"
"HSTB55",7.5,"B-uppsats"
"HSTB56",7.5,"Variansanalys"
"HSTB57",7.5,"Tidsserieanalys"
"LSDAC1",15.0,"Datavetenskap (41-50)"
"LSDAC2",15.0,"Datavetenskap (51-60)"
"TEIK18",6.0,"Teknisk kommunikation på kinesiska III"
"8MM140",7.5,"Organisera och leda för hälsa i arbetsliv och välfärdssystem"
"NBIA13",7.5,"Hundens beteendebiologi"
"NBIA12",7.5,"Fysiologi"
"NBIA11",7.5,"Växter och djur i Östergötland"
"NBIA10",7.5,"Aktuell biologi: Naturvårdsbiologi"
"NBIA17",15.0,"Djurens beteende"
"NBIA16",7.5,"Växter i människans tjänst"
"NBIA15",7.5,"Hoten mot Sveriges biologiska mångfald"
"NBIA14",7.5,"Genetik - genteknik - gen'etik'"
"NBIA19",6.0,"Genetik"
"NBIA18",4.5,"Grundkurs i biologi"
"VFHVD5",7.5,"Hälsa och samhälle. D-nivå"
"VFHVD7",10.5,"Global hantering av sjukdomar och epidemier. D-nivå"
"TNDE52",7.5,"Telekommunikation"
"LLPB39",15.0,"Teknikens komponenter och system"
"TNDE50",6.0,"Programmering"
"TNDE51",10.5,"Programmering i C++"
"TNDE55",6.0,"Analog elektronik"
"TNDE58",4.5,"Elkonstruktion"
"TNDE59",7.5,"Signalbehandling"
"LPNSE1",7.5,"A World Worth Taking Care of"
"LPNSE2",7.5,"Children and Families in a World of Education"
"TSMI26",6.0,"Reglerteknik"
"LPNSE4",7.5,"Making a World of Difference"
"HIIC14",7.5,"Vetenskapsmetodik"
"HIIC16",7.5,"Databasinriktad systemutveckling 3 (DBS)"
"HIIC10",15.0,"C-uppsats"
"HIIC11",7.5,"Kravhantering"
"HIIC12",30.0,"Informatik/informations- och medievetenskap 3"
"HIIC13",30.0,"Informatik/Informations- och medievetenskap 3"
"HIIC18",15.0,"C-uppsats"
"HIIC19",7.5,"Kvalitetsutveckling"
"TMME12",4.0,"Mekanik. del 1"
"LOG201",9.0,"Barns utveckling; psykomotoriskt. socialt och språkligt. A-nivå"
"TMME13",6.0,"Mekanik - Dynamik"
"HKVA33",22.5,"Europa träder fram"
"HKVA32",19.5,"Från forntiden till den nya tiden"
"HKVA31",10.5,"Kulturvetenskaplig introduktionskurs"
"TNE048",6.0,"Organiskt elektronikmaterial"
"HKVA36",15.0,"I vår tid"
"HKVA35",15.0,"Industrialism. imperialism och modernism"
"HKVA34",7.5,"Kultur och värde"
"TNE043",6.0,"Mekanik och vågfysik"
"TNE042",6.0,"Digitala signalprocessorer - DSP"
"TNE041",6.0,"Modern fysik"
"TNE040",8.0,"Projekt autonoma robotar samt projektledning"
"TNE047",6.0,"Produktutvecklingsteknik"
"TNE045",6.0,"Metoder och processer vid elektronikproduktion"
"NKEC52",15.0,"Biokemi 2"
"NKEC53",15.0,"Organisk kemi 3"
"HPFD01",30.0,"Praktisk filosofi 4"
"HPFD02",30.0,"Praktisk filosofi 4"
"TMYT61",7.5,"Tillämpad matematik"
"TMME19",6.0,"Mekanik. fortsättningskurs"
"8MMA40",7.5,"Sömn och trötthet i förhållande till aktivitet och hälsa"
"8MMA43",7.5,"Katastrofmedicin"
"HINC19",7.5,"International Accounting"
"8MMA48",30.0,"Examensarbete master/Omvårdnadsvetenskap"
"LGR630",7.5,"Biologi"
"TFKE54",3.0,"Proteinpreparation"
"TFKE53",6.0,"Miljökemiska principer"
"TFKE52",6.0,"Grundläggande kemi"
"TFKE51",4.0,"Organisk kemi 2"
"TFKE50",6.0,"Material för hållbar energiproduktion"
"8BKG20",30.0,"Från gen till funktion. grundnivå"
"HAFC10",7.5,"Försäkringsrätt"
"HAFC12",7.5,"Avancerad kurs i skadeståndsrätt"
"L7AC01",15.0,"Examensarbetet i grundskollärarutbildningen"
"9GF331",15.0,"Att grundlägga färdigheter i läsning. skrivning och matematik (31-45hp)"
"735A63",7.5,"Kris och trauma"
"735A64",20.0,"Verksamhetsförlagd utbildning. praktik och profession"
"TDDC65",6.0,"Artificiell intelligens och LISP"
"HNKB03",30.0,"Projektblock 9. Fördjupning i Kultur och mediegestaltning"
"HNKB02",30.0,"Projektblock 8. Fördjupning i Kultur och mediegestaltning"
"HNKB01",30.0,"Projektblock 7. Fördjupning i Kultur och mediegestaltning"
"TFYA39",6.0,"Halvledarteknik"
"739A07",15.0,"Galleri och konstprojekt"
"739A04",5.0,"Metodologi och metod i vetenskap och gestaltning II"
"TFYA38",6.0,"Optoelektronik"
"739A02",10.0,"Gestaltningens teori och praktik"
"739A03",5.0,"Metodologi och metod i vetenskap och gestaltning I"
"739A01",15.0,"Introduktion till konstnärlig gestaltning"
"TSEA37",5.0,"Digital konstruktion med mikrodatorer"
"TSEA34",5.0,"Digitalteknik. fortsättningskurs"
"TSEA35",6.0,"Digital konstruktion med mikrodatorer"
"739A08",30.0,"Projektblock 10. Magisterarbete i kultur och mediegestaltning 1"
"HHAA16",15.0,"EG/EU-rätt"
"TDDD15",6.0,"Programvarukvalitet"
"TDDD14",6.0,"Formella språk och automatateori"
"TDDD17",6.0,"Informationssäkerhet. fk"
"TDDD16",6.0,"Kompilatorer och interpretatorer"
"940G02",15.0,"Folkhögskollärarens arbetsuppgifter och yrkesroll. fortsättningskurs"
"LPSP12",15.0,"Franska (41-50)"
"TDDD13",6.0,"Interaktionsprogrammering"
"HENAX3",7.5,"Professional English"
"TDDD19",6.0,"Avancerad programmering i C++"
"LHI004",30.0,"Historia 3 (Ä)"
"9MA221",15.0,"Analys och linjär algebra (16-30 hp)"
"TNM043",6.0,"Mediedatabaser"
"TNM042",6.0,"Design"
"TNM041",4.5,"Mekanik och vågrörelselära"
"TNM040",6.0,"Kommunikation och användargränssnitt"
"TNM047",7.5,"Dokumentstrukturer"
"TNM046",6.0,"Datorgrafik"
"TNM045",7.5,"Medier och medieproduktion"
"TNM044",7.5,"Mediedatabaser"
"HKFA11",7.5,"Global politik och lokala folk"
"HKFA10",7.5,"Världen och Europa"
"TNM049",6.0,"Avancerad färgvetenskap"
"TNM048",6.0,"Informationsvisualisering"
"ÖMBORG",15.0,"Organismvärlden och klinisk biokemi. C-nivå"
"759G33",15.0,"Kandidatuppsats i pedagogik"
"759G31",7.5,"Uppsatsförberedande kurs i sociologi"
"759G30",7.5,"Uppsatsförberedande kurs i pedagogik"
"759G37",15.0,"Kandidatuppsats i sociologi"
"759G36",7.5,"Uppsatsförberedande kurs i psykologi"
"759G35",15.0,"Kandidatuppsats i psykologi"
"759G34",7.5,"Fördjupad forskningsmetodik"
"LPNNB1",7.5,"Individuell läskurs"
"759G39",7.5,"Arbete och hälsa"
"759G38",15.0,"Individer och grupper i arbetslivet"
"ETE169",7.5,"Teknisk information och dokumentation"
"TMTR56",9.0,"Produktutveckling. läder & kork"
"TMTR57",18.0,"Tillämpningskurs stoppade möbler"
"TMTR54",12.0,"Projektkurs. historiska stoppmöbelstyper"
"TMTR55",9.0,"Projektkurs. fördjupning av stoppningstekniker"
"TMTR52",9.0,"Projektkurs. resårstoppade möbler"
"TMTR53",6.0,"Designhistoria"
"TMTR50",9.0,"Designprojekt"
"TMTR51",9.0,"Projektkurs. kantstoppade möbler"
"9SO201",15.0,"VFU och de samhällsvetenskapliga ämnenas didaktik"
"TNG014",6.0,"Transformteori"
"9TM341",15.0,"Kulturtradition och experimentellt arbete (46-60 hp)"
"8FG047",15.0,"Examensarbete i sjukgymnastik"
"TATA08",9.0,"Linjär algebra med tillämpningar"
"TATA09",6.0,"Analys B. flera variabler"
"TATA06",9.0,"Analys B. flera variabler och serier"
"LIMGA1",15.0,"Aritmetik och geometri (1-10)"
"TATA04",4.5,"Matematiska modeller i bioteknik"
"TATA05",7.5,"Analys B"
"TATA02",4.5,"Matematisk grundkurs"
"TATA03",4.5,"Kombinatorik och grafteori"
"TATA01",4.5,"Analys. överkurs"
"LNAA60",4.5,"Miljöer för lärande II"
"HREC26",7.5,"Religionsvetenskap C - Kontextuell teologi - exemplet Malawi"
"HREC27",7.5,"Religion and Politics"
"HREC25",7.5,"Religionsvetenskap C - att studera religionsvetenskap"
"91BI17",15.0,"Biologi (1-15 hp)"
"91BI11",15.0,"Biologi (1-15 hp). 15hp"
"NBXD11",15.0,"Examensarbete"
"TAMS02",4.5,"Matematisk statistik"
"TAMS01",7.5,"Matematisk statistik. grundkurs"
"TAMS07",4.5,"Sannolikhetslära"
"TAMS04",4.5,"Matematisk statistik"
"TAMS08",4.5,"Statistisk teori. grundkurs"
"729G52",7.5,"Användbara system"
"729G53",7.5,"Kognitiv neuropsykologi"
"729G50",15.0,"Artificiell intelligens"
"729G51",7.5,"Kognition och kommunikation"
"729G56",7.5,"Utveckling och individuella skillnader"
"729G57",7.5,"Gruppsykologi och interpersonell kommunikation"
"729G54",7.5,"Medvetandefilosofi"
"729G55",15.0,"Tillämpad kognitionsvetenskap"
"729G58",7.5,"Programmering. tillämpning och datastrukturer"
"729G59",7.5,"Perspektiv på kognitionsvetenskap"
"722G39",7.5,"Ekonomi och styrning i offentlig verksamhet. grundkurs"
"9NMP01",7.5,"Preparandkurs i matematik"
"TEII21",2.0,"Teknisk kommunikation på japanska I. del 1"
"HIIA65",15.0,"Introduktion till förändringsanalys. programmering och datorteknik"
"HIIA64",22.5,"Systemutvecklingsprojekt"
"8SGG40",30.0,"Sjukgymnastik vid funktionsnedsättning II"
"FFY022",30.0,"Fysik 1"
"754G51",15.0,"International Course in Drama Communication B"
"754G56",15.0,"Föremål i ett kulturhistoriskt och kulturgeografiskt perspektiv"
"HIIA21",7.5,"Programmeringsmetodik"
"HIIA20",7.5,"Användbarhet med kognitiv psykologi"
"HIIA27",8.0,"Informationssystem och förändringsarbete"
"HIIA26",6.0,"Grundläggande datateknik"
"HIIA25",9.0,"Programmeringsmetodik"
"722G34",7.5,"Marknadsföring och distribution"
"HNSC06",7.5,"Samhälls- och kulturanalytiska metoder"
"HNSC07",7.5,"Aktuella perspektiv på samhälls- och kulturanalytiska teorier"
"HNSC05",15.0,"Projektarbete (uppsats)"
"HNSC02",7.5,"Kvalitativ utvärdering"
"722G37",7.5,"Ekonomi och miljö. grundkurs"
"HNSC01",7.5,"Tolkningens konflikt"
"754G55",15.0,"Experimentellt arbete"
"NVFA09",6.0,"Farmakologi"
